Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,Gender_Male,Married_Yes,Education_Not_Graduate,SelfEmployed_Yes,PropertyArea_Semiurban,PropertyArea_Urban,LoanStatus_Y
LP001087,2.0,3750,2083,120.0,360.0,False,False,False,False,True,False,True
LP001091,1.0,4166,3369,201.0,360.0,True,True,False,False,False,True,False
LP001095,0.0,3167,0,74.0,360.0,True,False,False,False,False,True,False
LP001097,1.0,4692,0,106.0,360.0,True,False,False,True,False,False,False
LP001098,0.0,3500,1667,114.0,360.0,True,True,False,False,True,False,True
LP001100,3.0,12500,3000,320.0,360.0,True,False,False,False,False,False,False
LP001106,0.0,2275,2067,128.0,360.0,True,True,False,False,False,True,True
LP001109,0.0,1828,1330,100.0,360.0,True,True,False,False,False,True,False
LP001112,0.0,3667,1459,144.0,360.0,False,True,False,False,True,False,True
LP001114,0.0,4166,7210,184.0,360.0,True,False,False,False,False,True,True
LP001116,0.0,3748,1668,110.0,360.0,True,False,True,False,True,False,True
LP001119,0.0,3600,0,80.0,360.0,True,False,False,False,False,True,False
LP001120,0.0,1800,1213,47.0,360.0,True,False,False,False,False,True,True
LP001123,0.0,2400,0,75.0,360.0,True,True,False,False,False,True,True
LP001131,0.0,3941,2336,134.0,360.0,True,True,False,False,True,False,True
LP001136,0.0,4695,0,96.0,360.0,True,True,True,True,False,True,True
LP001137,0.0,3410,0,88.0,360.0,False,False,False,False,False,True,True
LP001138,1.0,5649,0,44.0,360.0,True,True,False,False,False,True,True
LP001144,0.0,5821,0,144.0,360.0,True,True,False,False,False,True,True
LP001146,0.0,2645,3440,120.0,360.0,False,True,False,False,False,True,False
LP001151,0.0,4000,2275,144.0,360.0,False,False,False,False,True,False,True
LP001155,0.0,1928,1644,100.0,360.0,False,True,True,False,True,False,True
LP001157,0.0,3086,0,120.0,360.0,False,False,False,False,True,False,True
LP001164,0.0,4230,0,112.0,360.0,False,False,False,False,True,False,False
LP001179,2.0,4616,0,134.0,360.0,True,True,False,False,False,True,False
LP001186,1.0,11500,0,286.0,360.0,False,True,False,True,False,True,False
LP001194,2.0,2708,1167,97.0,360.0,True,True,False,False,True,False,True
LP001195,0.0,2132,1591,96.0,360.0,True,True,False,False,True,False,True
LP001197,0.0,3366,2200,135.0,360.0,True,True,False,False,False,False,False
LP001198,1.0,8080,2250,180.0,360.0,True,True,False,False,False,True,True
LP001199,2.0,3357,2859,144.0,360.0,True,True,True,False,False,True,True
LP001205,0.0,2500,3796,120.0,360.0,True,True,False,False,False,True,True
LP001206,3.0,3029,0,99.0,360.0,True,True,False,False,False,True,True
LP001207,0.0,2609,3449,165.0,180.0,True,True,True,True,False,False,False
LP001213,1.0,4945,0,128.0,360.0,True,True,False,False,False,False,False
LP001222,0.0,4166,0,116.0,360.0,False,False,False,False,True,False,False
LP001225,0.0,5726,4595,258.0,360.0,True,True,False,False,True,False,False
LP001228,0.0,3200,2254,126.0,180.0,True,False,True,False,False,True,False
LP001233,1.0,10750,0,312.0,360.0,True,True,False,False,False,True,True
LP001238,3.0,7100,0,125.0,60.0,True,True,True,True,False,True,True
LP001241,0.0,4300,0,136.0,360.0,False,False,False,False,True,False,False
LP001243,0.0,3208,3066,172.0,360.0,True,True,False,False,False,True,True
LP001245,2.0,1875,1875,97.0,360.0,True,True,True,True,True,False,True
LP001248,0.0,3500,0,81.0,300.0,True,False,False,False,True,False,True
LP001250,3.0,4755,0,95.0,360.0,True,True,True,False,True,False,False
LP001253,3.0,5266,1774,187.0,360.0,True,True,False,True,True,False,True
LP001255,0.0,3750,0,113.0,480.0,True,False,False,False,False,True,False
LP001256,0.0,3750,4750,176.0,360.0,True,False,False,False,False,True,False
LP001259,1.0,1000,3022,110.0,360.0,True,True,False,True,False,True,False
LP001263,3.0,3167,4000,180.0,300.0,True,True,False,False,True,False,False
LP001264,3.0,3333,2166,130.0,360.0,True,True,True,True,True,False,True
LP001265,0.0,3846,0,111.0,360.0,False,False,False,False,True,False,True
LP001266,1.0,2395,0,128.0,360.0,True,True,False,True,True,False,True
LP001267,2.0,1378,1881,167.0,360.0,False,True,False,False,False,True,False
LP001273,0.0,6000,2250,265.0,360.0,True,True,False,False,True,False,False
LP001275,1.0,3988,0,50.0,240.0,True,True,False,False,False,True,True
LP001279,0.0,2366,2531,136.0,360.0,True,False,False,False,True,False,True
LP001280,2.0,3333,2000,99.0,360.0,True,True,True,False,True,False,True
LP001282,0.0,2500,2118,104.0,360.0,True,True,False,False,True,False,True
LP001289,0.0,8566,0,210.0,360.0,True,False,False,False,False,True,True
LP001310,0.0,5695,4167,175.0,360.0,True,True,False,False,True,False,True
LP001316,0.0,2958,2900,131.0,360.0,True,True,False,False,True,False,True
LP001318,2.0,6250,5654,188.0,180.0,True,True,False,False,True,False,True
LP001319,2.0,3273,1820,81.0,360.0,True,True,True,False,False,True,True
LP001322,0.0,4133,0,122.0,360.0,True,False,False,False,True,False,True
LP001325,0.0,3620,0,25.0,120.0,True,False,True,False,True,False,True
LP001326,0.0,6782,0,128.0,360.0,True,False,False,False,False,True,False
LP001327,0.0,2484,2302,137.0,360.0,False,True,False,False,True,False,True
LP001333,0.0,1977,997,50.0,360.0,True,True,False,False,True,False,True
LP001334,0.0,4188,0,115.0,180.0,True,True,True,False,True,False,True
LP001343,0.0,1759,3541,131.0,360.0,True,True,False,False,True,False,True
LP001345,2.0,4288,3263,133.0,180.0,True,True,True,False,False,True,True
LP001349,0.0,4843,3806,151.0,360.0,True,False,False,False,True,False,True
LP001350,0.0,13650,0,128.0,360.0,True,True,False,False,False,True,True
LP001356,0.0,4652,3583,128.0,360.0,True,True,False,False,True,False,True
LP001357,0.0,3816,754,160.0,360.0,True,True,False,False,False,True,True
LP001367,1.0,3052,1030,100.0,360.0,True,True,False,False,False,True,True
LP001369,2.0,11417,1126,225.0,360.0,True,True,False,False,False,True,True
LP001370,0.0,7333,0,120.0,360.0,True,False,True,False,False,False,False
LP001379,2.0,3800,3600,216.0,360.0,True,True,False,False,False,True,False
LP001384,3.0,2071,754,94.0,480.0,True,True,True,False,True,False,True
LP001385,0.0,5316,0,136.0,360.0,True,False,False,False,False,True,True
LP001387,0.0,2929,2333,139.0,360.0,False,True,False,False,True,False,True
LP001391,0.0,3572,4114,152.0,360.0,True,True,True,False,False,False,False
LP001392,1.0,7451,0,128.0,360.0,False,False,False,True,True,False,True
LP001398,0.0,5050,0,118.0,360.0,True,False,False,False,True,False,True
LP001401,1.0,14583,0,185.0,180.0,True,True,False,False,False,False,True
LP001404,0.0,3167,2283,154.0,360.0,False,True,False,False,True,False,True
LP001405,1.0,2214,1398,85.0,360.0,True,True,False,False,False,True,True
LP001421,0.0,5568,2142,175.0,360.0,True,True,False,False,False,False,False
LP001422,0.0,10408,0,259.0,360.0,False,False,False,False,False,True,True
LP001426,0.0,5667,2667,180.0,360.0,True,True,False,False,False,False,True
LP001430,0.0,4166,0,44.0,360.0,False,False,False,False,True,False,True
LP001431,0.0,2137,8980,137.0,360.0,False,False,False,False,True,False,True
LP001432,2.0,2957,0,81.0,360.0,True,True,False,False,True,False,True
LP001439,0.0,4300,2014,194.0,360.0,True,True,True,False,False,False,True
LP001443,0.0,3692,0,93.0,360.0,False,False,False,False,False,False,True
LP001448,3.0,23803,0,370.0,360.0,True,True,False,False,False,False,True
LP001449,0.0,3865,1640,128.0,360.0,True,False,False,False,False,False,True
LP001451,1.0,10513,3850,160.0,180.0,True,True,False,True,False,True,False
LP001465,0.0,6080,2569,182.0,360.0,True,True,False,False,False,False,False
LP001473,0.0,2014,1929,74.0,360.0,True,False,False,False,False,True,True
LP001478,0.0,2718,0,70.0,360.0,True,False,False,False,True,False,True
LP001482,0.0,3459,0,25.0,120.0,True,True,False,True,True,False,True
LP001487,0.0,4895,0,102.0,360.0,True,False,False,False,True,False,True
LP001488,3.0,4000,7750,290.0,360.0,True,True,False,False,True,False,False
LP001489,0.0,4583,0,84.0,360.0,False,True,False,False,False,False,False
LP001491,2.0,3316,3500,88.0,360.0,True,True,False,True,False,True,True
LP001492,0.0,14999,0,242.0,360.0,True,False,False,False,True,False,False
LP001493,2.0,4200,1430,129.0,360.0,True,True,True,False,False,False,False
LP001497,2.0,5042,2083,185.0,360.0,True,True,False,False,False,False,False
LP001498,0.0,5417,0,168.0,360.0,True,False,False,False,False,True,True
LP001504,0.0,6950,0,175.0,180.0,True,False,False,True,True,False,True
LP001507,0.0,2698,2034,122.0,360.0,True,True,False,False,True,False,True
LP001508,2.0,11757,0,187.0,180.0,True,True,False,False,False,True,True
LP001514,0.0,2330,4486,100.0,360.0,False,True,False,False,True,False,True
LP001516,2.0,14866,0,70.0,360.0,False,True,False,False,False,True,True
LP001518,1.0,1538,1425,30.0,360.0,True,True,False,False,False,True,True
LP001519,0.0,10000,1666,225.0,360.0,False,False,False,False,False,False,False
LP001520,0.0,4860,830,125.0,360.0,True,True,False,False,True,False,True
LP001528,0.0,6277,0,118.0,360.0,True,False,False,False,False,False,False
LP001529,0.0,2577,3750,152.0,360.0,True,True,False,True,False,False,True
LP001531,0.0,9166,0,244.0,360.0,True,False,False,False,False,True,False
LP001532,2.0,2281,0,113.0,360.0,True,True,True,False,False,False,False
LP001535,0.0,3254,0,50.0,360.0,True,False,False,False,False,True,True
LP001541,1.0,6000,0,160.0,360.0,True,True,False,False,False,False,True
LP001543,1.0,9538,0,187.0,360.0,True,True,False,False,False,True,True
LP001546,0.0,2980,2083,120.0,360.0,True,False,False,False,False,False,True
LP001552,0.0,4583,5625,255.0,360.0,True,True,False,False,True,False,True
LP001560,0.0,1863,1041,98.0,360.0,True,True,True,False,True,False,True
LP001562,0.0,7933,0,275.0,360.0,True,True,False,False,False,True,False
LP001565,1.0,3089,1280,121.0,360.0,True,True,False,False,True,False,False
LP001570,2.0,4167,1447,158.0,360.0,True,True,False,False,False,False,True
LP001572,0.0,9323,0,75.0,180.0,True,True,False,False,False,True,True
LP001574,0.0,3707,3166,182.0,360.0,True,True,False,False,False,False,True
LP001577,0.0,4583,0,112.0,360.0,False,True,False,False,False,False,False
LP001578,0.0,2439,3333,129.0,360.0,True,True,False,False,False,False,True
LP001579,0.0,2237,0,63.0,480.0,True,False,False,False,True,False,False
LP001580,2.0,8000,0,200.0,360.0,True,True,False,False,True,False,True
LP001581,0.0,1820,1769,95.0,360.0,True,True,True,False,False,False,True
LP001586,3.0,3522,0,81.0,180.0,True,True,True,False,False,False,False
LP001594,0.0,5708,5625,187.0,360.0,True,True,False,False,True,False,True
LP001603,0.0,4344,736,87.0,360.0,True,True,True,True,True,False,False
LP001606,0.0,3497,1964,116.0,360.0,True,True,False,False,False,False,True
LP001608,2.0,2045,1619,101.0,360.0,True,True,False,False,False,False,True
LP001610,3.0,5516,11300,495.0,360.0,True,True,False,False,True,False,False
LP001616,1.0,3750,0,116.0,360.0,True,True,False,False,True,False,True
LP001630,0.0,2333,1451,102.0,480.0,True,False,True,False,False,True,False
LP001633,1.0,6400,7250,180.0,360.0,True,True,False,False,False,True,False
LP001634,0.0,1916,5063,67.0,360.0,True,False,False,False,False,False,False
LP001636,0.0,4600,0,73.0,180.0,True,True,False,False,True,False,True
LP001639,0.0,3625,0,108.0,360.0,False,True,False,False,True,False,True
LP001641,1.0,2178,0,66.0,300.0,True,True,False,True,False,False,False
LP001643,0.0,2383,2138,58.0,360.0,True,True,False,False,False,False,True
LP001644,0.0,674,5296,168.0,360.0,True,True,False,True,False,False,True
LP001647,0.0,9328,0,188.0,180.0,True,True,False,False,False,False,True
LP001653,0.0,4885,0,48.0,360.0,True,False,True,False,False,False,True
LP001656,0.0,12000,0,164.0,360.0,True,False,False,False,True,False,False
LP001657,0.0,6033,0,160.0,360.0,True,True,True,False,False,True,False
LP001658,0.0,3858,0,76.0,360.0,True,False,False,False,True,False,True
LP001664,0.0,4191,0,120.0,360.0,True,False,False,False,False,False,True
LP001665,1.0,3125,2583,170.0,360.0,True,True,False,False,True,False,False
LP001666,0.0,8333,3750,187.0,360.0,True,False,False,False,False,False,True
LP001669,0.0,1907,2365,120.0,360.0,False,False,True,False,False,True,True
LP001671,0.0,3416,2816,113.0,360.0,False,True,False,False,True,False,True
LP001673,0.0,11000,0,83.0,360.0,True,False,False,True,False,True,False
LP001674,1.0,2600,2500,90.0,360.0,True,True,True,False,True,False,True
LP001677,2.0,4923,0,166.0,360.0,True,False,False,False,True,False,True
LP001682,3.0,3992,0,128.0,180.0,True,True,True,False,False,True,False
LP001688,1.0,3500,1083,135.0,360.0,True,True,True,False,False,True,True
LP001691,2.0,3917,0,124.0,360.0,True,True,True,False,True,False,True
LP001692,0.0,4408,0,120.0,360.0,False,False,True,False,True,False,True
LP001693,0.0,3244,0,80.0,360.0,False,False,False,False,False,True,True
LP001698,0.0,3975,2531,55.0,360.0,True,False,True,False,False,False,True
LP001699,0.0,2479,0,59.0,360.0,True,False,False,False,False,True,True
LP001702,0.0,3418,0,127.0,360.0,True,False,False,False,True,False,False
LP001708,0.0,10000,0,214.0,360.0,False,False,False,False,True,False,False
LP001711,3.0,3430,1250,128.0,360.0,True,True,False,False,True,False,False
LP001713,1.0,7787,0,240.0,360.0,True,True,False,True,False,True,True
LP001715,3.0,5703,0,130.0,360.0,True,True,True,True,False,False,True
LP001716,0.0,3173,3021,137.0,360.0,True,True,False,False,False,True,True
LP001720,3.0,3850,983,100.0,360.0,True,True,True,False,True,False,True
LP001722,0.0,150,1800,135.0,360.0,True,True,False,False,False,False,False
LP001726,0.0,3727,1775,131.0,360.0,True,True,False,False,True,False,True
LP001732,2.0,5000,0,72.0,360.0,True,True,False,False,True,False,False
LP001734,2.0,4283,2383,127.0,360.0,False,True,False,False,True,False,True
LP001736,0.0,2221,0,60.0,360.0,True,True,False,False,False,True,False
LP001743,2.0,4009,1717,116.0,360.0,True,True,False,False,True,False,True
LP001744,0.0,2971,2791,144.0,360.0,True,False,False,False,True,False,True
LP001749,0.0,7578,1010,175.0,360.0,True,True,False,False,True,False,True
LP001750,0.0,6250,0,128.0,360.0,True,True,False,False,True,False,True
LP001751,0.0,3250,0,170.0,360.0,True,True,False,False,False,False,False
LP001754,0.0,4735,0,138.0,360.0,True,True,True,True,False,True,False
LP001758,2.0,6250,1695,210.0,360.0,True,True,False,False,True,False,True
LP001760,0.0,4758,0,158.0,480.0,True,True,False,False,True,False,True
LP001761,0.0,6400,0,200.0,360.0,True,False,False,True,False,False,True
LP001765,1.0,2491,2054,104.0,360.0,True,True,False,False,True,False,True
LP001768,0.0,3716,0,42.0,180.0,True,True,False,False,False,False,True
LP001770,0.0,3189,2598,120.0,360.0,True,False,True,False,False,False,True
LP001776,0.0,8333,0,280.0,360.0,False,False,False,False,True,False,True
LP001778,1.0,3155,1779,140.0,360.0,True,True,False,False,True,False,True
LP001784,1.0,5500,1260,170.0,360.0,True,True,False,False,False,False,True
LP001786,0.0,5746,0,255.0,360.0,True,True,False,False,False,True,False
LP001788,0.0,3463,0,122.0,360.0,False,False,False,True,False,True,True
LP001790,1.0,3812,0,112.0,360.0,False,False,False,False,False,False,True
LP001792,1.0,3315,0,96.0,360.0,True,True,False,False,True,False,True
LP001798,2.0,5819,5000,120.0,360.0,True,True,False,False,False,False,True
LP001800,1.0,2510,1983,140.0,180.0,True,True,True,False,False,True,False
LP001806,0.0,2965,5701,155.0,60.0,True,False,False,False,False,True,True
LP001807,2.0,6250,1300,108.0,360.0,True,True,False,True,False,False,True
LP001811,0.0,3406,4417,123.0,360.0,True,True,True,False,True,False,True
LP001813,0.0,6050,4333,120.0,180.0,True,False,False,True,False,True,False
LP001814,2.0,9703,0,112.0,360.0,True,True,False,False,False,True,True
LP001819,1.0,6608,0,137.0,180.0,True,True,True,False,False,True,True
LP001824,1.0,2882,1843,123.0,480.0,True,True,False,False,True,False,True
LP001825,0.0,1809,1868,90.0,360.0,True,True,False,False,False,True,True
LP001835,0.0,1668,3890,201.0,360.0,True,True,True,False,True,False,False
LP001836,2.0,3427,0,138.0,360.0,False,False,False,False,False,True,False
LP001841,0.0,2583,2167,104.0,360.0,True,False,True,True,False,False,True
LP001843,1.0,2661,7101,279.0,180.0,True,True,True,False,True,False,True
LP001844,0.0,16250,0,192.0,360.0,True,False,False,True,False,True,False
LP001846,3.0,3083,0,255.0,360.0,False,False,False,False,False,False,True
LP001849,0.0,6045,0,115.0,360.0,True,False,True,False,False,False,False
LP001854,3.0,5250,0,94.0,360.0,True,True,False,False,False,True,False
LP001859,0.0,14683,2100,304.0,360.0,True,True,False,False,False,False,False
LP001864,3.0,4931,0,128.0,360.0,True,True,True,False,True,False,False
LP001865,1.0,6083,4250,330.0,360.0,True,True,False,False,False,True,True
LP001868,0.0,2060,2209,134.0,360.0,True,False,False,False,True,False,True
LP001870,1.0,3481,0,155.0,36.0,False,False,False,False,True,False,False
LP001871,0.0,7200,0,120.0,360.0,False,False,False,False,False,False,True
LP001872,0.0,5166,0,128.0,360.0,True,False,False,True,True,False,True
LP001875,0.0,4095,3447,151.0,360.0,True,False,False,False,False,False,True
LP001877,2.0,4708,1387,150.0,360.0,True,True,False,False,True,False,True
LP001882,3.0,4333,1811,160.0,360.0,True,True,False,False,False,True,True
LP001883,0.0,3418,0,135.0,360.0,False,False,False,False,False,False,False
LP001884,1.0,2876,1560,90.0,360.0,False,False,False,False,False,True,True
LP001888,0.0,3237,0,30.0,360.0,False,False,False,False,False,True,True
LP001891,0.0,11146,0,136.0,360.0,True,True,False,False,False,True,True
LP001892,0.0,2833,1857,126.0,360.0,True,False,False,False,False,False,True
LP001894,0.0,2620,2223,150.0,360.0,True,True,False,False,True,False,True
LP001896,2.0,3900,0,90.0,360.0,True,True,False,False,True,False,True
LP001900,1.0,2750,1842,115.0,360.0,True,True,False,False,True,False,True
LP001903,0.0,3993,3274,207.0,360.0,True,True,False,False,True,False,True
LP001904,0.0,3103,1300,80.0,360.0,True,True,False,False,False,True,True
LP001907,0.0,14583,0,436.0,360.0,True,True,False,False,True,False,True
LP001908,0.0,4100,0,124.0,360.0,False,True,True,False,False,False,True
LP001910,1.0,4053,2426,158.0,360.0,True,False,True,True,False,True,False
LP001914,0.0,3927,800,112.0,360.0,True,True,False,False,True,False,True
LP001917,0.0,1811,1666,54.0,360.0,False,False,False,False,False,True,True
LP001922,0.0,20667,0,128.0,360.0,True,True,False,False,False,False,False
LP001924,0.0,3158,3053,89.0,360.0,True,False,False,False,False,False,True
LP001925,0.0,2600,1717,99.0,300.0,False,False,False,True,True,False,False
LP001926,0.0,3704,2000,120.0,360.0,True,True,False,False,False,False,True
LP001931,0.0,4124,0,115.0,360.0,False,False,False,False,True,False,True
LP001935,0.0,9508,0,187.0,360.0,True,False,False,False,False,False,True
LP001936,0.0,3075,2416,139.0,360.0,True,True,False,False,False,False,True
LP001938,2.0,4400,0,127.0,360.0,True,True,False,False,True,False,False
LP001940,2.0,3153,1560,134.0,360.0,True,True,False,False,False,True,True
LP001945,0.0,5417,0,143.0,480.0,False,False,False,False,False,True,False
LP001947,0.0,2383,3334,172.0,360.0,True,True,False,False,True,False,True
LP001949,3.0,4416,1250,110.0,360.0,True,True,False,False,False,True,True
LP001953,1.0,6875,0,200.0,360.0,True,True,False,False,True,False,True
LP001954,1.0,4666,0,135.0,360.0,False,True,False,False,False,True,True
LP001955,0.0,5000,2541,151.0,480.0,False,False,False,False,False,False,False
LP001963,1.0,2014,2925,113.0,360.0,True,True,False,False,False,True,False
LP001964,0.0,1800,2934,93.0,360.0,True,True,True,False,False,True,False
LP001972,0.0,2875,1750,105.0,360.0,True,True,True,False,True,False,True
LP001974,0.0,5000,0,132.0,360.0,False,False,False,False,False,False,True
LP001977,1.0,1625,1803,96.0,360.0,True,True,False,False,False,True,True
LP001978,0.0,4000,2500,140.0,360.0,True,False,False,False,False,False,True
LP001990,0.0,2000,0,128.0,360.0,True,False,True,False,False,True,False
LP001993,0.0,3762,1666,135.0,360.0,False,False,False,False,False,False,True
LP001994,0.0,2400,1863,104.0,360.0,False,False,False,False,False,True,False
LP001996,0.0,20233,0,480.0,360.0,True,False,False,False,False,False,False
LP001998,2.0,7667,0,185.0,360.0,True,True,True,False,False,False,True
LP002002,0.0,2917,0,84.0,360.0,False,False,False,False,True,False,True
LP002004,0.0,2927,2405,111.0,360.0,True,False,True,False,True,False,True
LP002006,0.0,2507,0,56.0,360.0,False,False,False,False,False,False,True
LP002008,2.0,5746,0,144.0,84.0,True,True,False,True,False,False,True
LP002024,0.0,2473,1843,159.0,360.0,True,True,False,False,False,False,False
LP002031,1.0,3399,1640,111.0,180.0,True,True,True,False,False,True,True
LP002035,2.0,3717,0,120.0,360.0,True,True,False,False,True,False,True
LP002036,0.0,2058,2134,88.0,360.0,True,True,False,False,False,True,True
LP002043,1.0,3541,0,112.0,360.0,False,False,False,False,True,False,True
LP002050,1.0,10000,0,155.0,360.0,True,True,False,True,False,False,False
LP002051,0.0,2400,2167,115.0,360.0,True,True,False,False,True,False,True
LP002053,3.0,4342,189,124.0,360.0,True,True,False,False,True,False,True
LP002054,2.0,3601,1590,128.0,360.0,True,True,True,False,False,False,True
LP002055,0.0,3166,2985,132.0,360.0,False,False,False,False,False,False,True
LP002065,3.0,15000,0,300.0,360.0,True,True,False,False,False,False,True
LP002067,1.0,8666,4983,376.0,360.0,True,True,False,True,False,False,False
LP002068,0.0,4917,0,130.0,360.0,True,False,False,False,False,False,True
LP002082,0.0,5818,2160,184.0,360.0,True,True,False,True,True,False,True
LP002086,0.0,4333,2451,110.0,360.0,False,True,False,False,False,True,False
LP002087,0.0,2500,0,67.0,360.0,False,False,False,False,False,True,True
LP002097,1.0,4384,1793,117.0,360.0,True,False,False,False,False,True,True
LP002098,0.0,2935,0,98.0,360.0,True,False,False,False,True,False,True
LP002100,0.0,2833,0,71.0,360.0,True,False,False,False,False,True,True
LP002103,1.0,9833,1833,182.0,180.0,True,True,False,True,False,True,True
LP002106,0.0,5503,4490,70.0,360.0,True,True,False,True,True,False,True
LP002110,1.0,5250,688,160.0,360.0,True,True,False,False,False,False,True
LP002112,2.0,2500,4600,176.0,360.0,True,True,False,True,False,False,True
LP002113,3.0,1830,0,128.0,360.0,False,False,True,False,False,True,False
LP002114,0.0,4160,0,71.0,360.0,False,False,False,False,True,False,True
LP002115,3.0,2647,1587,173.0,360.0,True,True,True,False,False,False,False
LP002116,0.0,2378,0,46.0,360.0,False,False,False,False,False,False,False
LP002119,1.0,4554,1229,158.0,360.0,True,True,True,False,False,True,True
LP002126,3.0,3173,0,74.0,360.0,True,True,True,False,True,False,True
LP002128,2.0,2583,2330,125.0,360.0,True,True,False,False,False,False,True
LP002129,0.0,2499,2458,160.0,360.0,True,True,False,False,True,False,True
LP002130,0.0,3523,3230,152.0,360.0,True,True,True,False,False,False,False
LP002131,2.0,3083,2168,126.0,360.0,True,True,True,False,False,True,True
LP002137,0.0,6333,4583,259.0,360.0,True,True,False,False,True,False,True
LP002138,0.0,2625,6250,187.0,360.0,True,True,False,False,False,False,True
LP002139,0.0,9083,0,228.0,360.0,True,True,False,False,True,False,True
LP002140,0.0,8750,4167,308.0,360.0,True,False,False,False,False,False,False
LP002141,3.0,2666,2083,95.0,360.0,True,True,False,False,False,False,True
LP002142,0.0,5500,0,105.0,360.0,False,True,False,True,False,False,False
LP002143,0.0,2423,505,130.0,360.0,False,True,False,False,True,False,True
LP002144,0.0,3813,0,116.0,180.0,False,False,False,False,False,True,True
LP002149,2.0,8333,3167,165.0,360.0,True,True,False,False,False,False,True
LP002151,1.0,3875,0,67.0,360.0,True,True,False,False,False,True,False
LP002158,0.0,3000,1666,100.0,480.0,True,True,True,False,False,True,False
LP002160,3.0,5167,3167,200.0,360.0,True,True,False,False,True,False,True
LP002161,1.0,4723,0,81.0,360.0,False,False,False,False,True,False,False
LP002170,2.0,5000,3667,236.0,360.0,True,True,False,False,True,False,True
LP002175,0.0,4750,2333,130.0,360.0,True,True,False,False,False,True,True
LP002178,0.0,3013,3033,95.0,300.0,True,True,False,False,False,True,True
LP002180,0.0,6822,0,141.0,360.0,True,False,False,True,False,False,True
LP002181,0.0,6216,0,133.0,360.0,True,False,True,False,False,False,False
LP002187,0.0,2500,0,96.0,480.0,True,False,False,False,True,False,False
LP002188,0.0,5124,0,124.0,360.0,True,False,False,False,False,False,False
LP002190,1.0,6325,0,175.0,360.0,True,True,False,False,True,False,True
LP002194,0.0,15759,0,55.0,360.0,False,False,False,True,True,False,True
LP002197,2.0,5185,0,155.0,360.0,True,True,False,False,True,False,True
LP002201,2.0,9323,7873,380.0,300.0,True,True,False,True,False,False,True
LP002205,1.0,3062,1987,111.0,180.0,True,False,False,False,False,True,False
LP002209,0.0,2764,1459,110.0,360.0,False,False,False,False,False,True,True
LP002211,0.0,4817,923,120.0,180.0,True,True,False,False,False,True,True
LP002219,3.0,8750,4996,130.0,360.0,True,True,False,False,False,False,True
LP002223,0.0,4310,0,130.0,360.0,True,True,False,False,True,False,True
LP002224,0.0,3069,0,71.0,480.0,True,False,False,False,False,True,False
LP002225,2.0,5391,0,130.0,360.0,True,True,False,False,False,True,True
LP002226,0.0,3333,2500,128.0,360.0,True,True,False,False,True,False,True
LP002229,0.0,5941,4232,296.0,360.0,True,False,False,False,True,False,True
LP002231,0.0,6000,0,156.0,360.0,False,False,False,False,False,True,True
LP002234,0.0,7167,0,128.0,360.0,True,False,False,True,False,True,True
