Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,Gender_Male,Married_Yes,Education_Not_Graduate,SelfEmployed_Yes,PropertyArea_Semiurban,PropertyArea_Urban,LoanStatus_Y,Cluster
LP001267,2.0,1378,1881,167.0,360.0,False,True,False,False,False,True,False,3
LP001275,1.0,3988,0,50.0,240.0,True,True,False,False,False,True,True,3
LP001279,0.0,2366,2531,136.0,360.0,True,False,False,False,True,False,True,3
LP001280,2.0,3333,2000,99.0,360.0,True,True,True,False,True,False,True,3
LP001282,0.0,2500,2118,104.0,360.0,True,True,False,False,True,False,True,3
LP001316,0.0,2958,2900,131.0,360.0,True,True,False,False,True,False,True,3
LP001319,2.0,3273,1820,81.0,360.0,True,True,True,False,False,True,True,3
LP001322,0.0,4133,0,122.0,360.0,True,False,False,False,True,False,True,3
LP001325,0.0,3620,0,25.0,120.0,True,False,True,False,True,False,True,3
LP001327,0.0,2484,2302,137.0,360.0,False,True,False,False,True,False,True,3
LP001333,0.0,1977,997,50.0,360.0,True,True,False,False,True,False,True,3
LP001343,0.0,1759,3541,131.0,360.0,True,True,False,False,True,False,True,3
LP001357,0.0,3816,754,160.0,360.0,True,True,False,False,False,True,True,3
LP001367,1.0,3052,1030,100.0,360.0,True,True,False,False,False,True,True,3
LP001379,2.0,3800,3600,216.0,360.0,True,True,False,False,False,True,False,3
LP001384,3.0,2071,754,94.0,480.0,True,True,True,False,True,False,True,3
LP001387,0.0,2929,2333,139.0,360.0,False,True,False,False,True,False,True,3
LP001391,0.0,3572,4114,152.0,360.0,True,True,True,False,False,False,False,3
LP001404,0.0,3167,2283,154.0,360.0,False,True,False,False,True,False,True,3
LP001405,1.0,2214,1398,85.0,360.0,True,True,False,False,False,True,True,3
LP001430,0.0,4166,0,44.0,360.0,False,False,False,False,True,False,True,3
LP001431,0.0,2137,8980,137.0,360.0,False,False,False,False,True,False,True,3
LP001432,2.0,2957,0,81.0,360.0,True,True,False,False,True,False,True,3
LP001443,0.0,3692,0,93.0,360.0,False,False,False,False,False,False,True,3
LP001449,0.0,3865,1640,128.0,360.0,True,False,False,False,False,False,True,3
LP001473,0.0,2014,1929,74.0,360.0,True,False,False,False,False,True,True,3
LP001478,0.0,2718,0,70.0,360.0,True,False,False,False,True,False,True,3
LP001482,0.0,3459,0,25.0,120.0,True,True,False,True,True,False,True,3
LP001488,3.0,4000,7750,290.0,360.0,True,True,False,False,True,False,False,3
LP001491,2.0,3316,3500,88.0,360.0,True,True,False,True,False,True,True,3
LP001507,0.0,2698,2034,122.0,360.0,True,True,False,False,True,False,True,3
LP001514,0.0,2330,4486,100.0,360.0,False,True,False,False,True,False,True,3
LP001518,1.0,1538,1425,30.0,360.0,True,True,False,False,False,True,True,3
LP001529,0.0,2577,3750,152.0,360.0,True,True,False,True,False,False,True,3
LP001532,2.0,2281,0,113.0,360.0,True,True,True,False,False,False,False,3
LP001535,0.0,3254,0,50.0,360.0,True,False,False,False,False,True,True,3
LP001546,0.0,2980,2083,120.0,360.0,True,False,False,False,False,False,True,3
LP001560,0.0,1863,1041,98.0,360.0,True,True,True,False,True,False,True,3
LP001565,1.0,3089,1280,121.0,360.0,True,True,False,False,True,False,False,3
LP001570,2.0,4167,1447,158.0,360.0,True,True,False,False,False,False,True,3
LP001574,0.0,3707,3166,182.0,360.0,True,True,False,False,False,False,True,3
LP001578,0.0,2439,3333,129.0,360.0,True,True,False,False,False,False,True,3
LP001579,0.0,2237,0,63.0,480.0,True,False,False,False,True,False,False,3
LP001581,0.0,1820,1769,95.0,360.0,True,True,True,False,False,False,True,3
LP001586,3.0,3522,0,81.0,180.0,True,True,True,False,False,False,False,3
LP001606,0.0,3497,1964,116.0,360.0,True,True,False,False,False,False,True,3
LP001608,2.0,2045,1619,101.0,360.0,True,True,False,False,False,False,True,3
LP001616,1.0,3750,0,116.0,360.0,True,True,False,False,True,False,True,3
LP001630,0.0,2333,1451,102.0,480.0,True,False,True,False,False,True,False,3
LP001634,0.0,1916,5063,67.0,360.0,True,False,False,False,False,False,False,3
LP001639,0.0,3625,0,108.0,360.0,False,True,False,False,True,False,True,3
LP001641,1.0,2178,0,66.0,300.0,True,True,False,True,False,False,False,3
LP001643,0.0,2383,2138,58.0,360.0,True,True,False,False,False,False,True,3
LP001644,0.0,674,5296,168.0,360.0,True,True,False,True,False,False,True,3
LP001658,0.0,3858,0,76.0,360.0,True,False,False,False,True,False,True,3
LP001665,1.0,3125,2583,170.0,360.0,True,True,False,False,True,False,False,3
LP001669,0.0,1907,2365,120.0,360.0,False,False,True,False,False,True,True,3
LP001671,0.0,3416,2816,113.0,360.0,False,True,False,False,True,False,True,3
LP001674,1.0,2600,2500,90.0,360.0,True,True,True,False,True,False,True,3
LP001682,3.0,3992,0,128.0,180.0,True,True,True,False,False,True,False,3
LP001688,1.0,3500,1083,135.0,360.0,True,True,True,False,False,True,True,3
LP001691,2.0,3917,0,124.0,360.0,True,True,True,False,True,False,True,3
LP001693,0.0,3244,0,80.0,360.0,False,False,False,False,False,True,True,3
LP001698,0.0,3975,2531,55.0,360.0,True,False,True,False,False,False,True,3
LP001699,0.0,2479,0,59.0,360.0,True,False,False,False,False,True,True,3
LP001702,0.0,3418,0,127.0,360.0,True,False,False,False,True,False,False,3
LP001711,3.0,3430,1250,128.0,360.0,True,True,False,False,True,False,False,3
LP001716,0.0,3173,3021,137.0,360.0,True,True,False,False,False,True,True,3
LP001720,3.0,3850,983,100.0,360.0,True,True,True,False,True,False,True,3
LP001722,0.0,150,1800,135.0,360.0,True,True,False,False,False,False,False,3
LP001726,0.0,3727,1775,131.0,360.0,True,True,False,False,True,False,True,3
LP001736,0.0,2221,0,60.0,360.0,True,True,False,False,False,True,False,3
LP001743,2.0,4009,1717,116.0,360.0,True,True,False,False,True,False,True,3
LP001744,0.0,2971,2791,144.0,360.0,True,False,False,False,True,False,True,3
LP001751,0.0,3250,0,170.0,360.0,True,True,False,False,False,False,False,3
LP001765,1.0,2491,2054,104.0,360.0,True,True,False,False,True,False,True,3
LP001768,0.0,3716,0,42.0,180.0,True,True,False,False,False,False,True,3
LP001770,0.0,3189,2598,120.0,360.0,True,False,True,False,False,False,True,3
LP001778,1.0,3155,1779,140.0,360.0,True,True,False,False,True,False,True,3
LP001788,0.0,3463,0,122.0,360.0,False,False,False,True,False,True,True,3
LP001790,1.0,3812,0,112.0,360.0,False,False,False,False,False,False,True,3
LP001792,1.0,3315,0,96.0,360.0,True,True,False,False,True,False,True,3
LP001800,1.0,2510,1983,140.0,180.0,True,True,True,False,False,True,False,3
LP001806,0.0,2965,5701,155.0,60.0,True,False,False,False,False,True,True,3
LP001811,0.0,3406,4417,123.0,360.0,True,True,True,False,True,False,True,3
LP001824,1.0,2882,1843,123.0,480.0,True,True,False,False,True,False,True,3
LP001825,0.0,1809,1868,90.0,360.0,True,True,False,False,False,True,True,3
LP001835,0.0,1668,3890,201.0,360.0,True,True,True,False,True,False,False,3
LP001836,2.0,3427,0,138.0,360.0,False,False,False,False,False,True,False,3
LP001841,0.0,2583,2167,104.0,360.0,True,False,True,True,False,False,True,3
LP001843,1.0,2661,7101,279.0,180.0,True,True,True,False,True,False,True,3
LP001846,3.0,3083,0,255.0,360.0,False,False,False,False,False,False,True,3
LP001868,0.0,2060,2209,134.0,360.0,True,False,False,False,True,False,True,3
LP001870,1.0,3481,0,155.0,36.0,False,False,False,False,True,False,False,3
LP001875,0.0,4095,3447,151.0,360.0,True,False,False,False,False,False,True,3
LP001883,0.0,3418,0,135.0,360.0,False,False,False,False,False,False,False,3
LP001884,1.0,2876,1560,90.0,360.0,False,False,False,False,False,True,True,3
LP001888,0.0,3237,0,30.0,360.0,False,False,False,False,False,True,True,3
LP001892,0.0,2833,1857,126.0,360.0,True,False,False,False,False,False,True,3
LP001894,0.0,2620,2223,150.0,360.0,True,True,False,False,True,False,True,3
LP001896,2.0,3900,0,90.0,360.0,True,True,False,False,True,False,True,3
LP001900,1.0,2750,1842,115.0,360.0,True,True,False,False,True,False,True,3
LP001903,0.0,3993,3274,207.0,360.0,True,True,False,False,True,False,True,3
LP001904,0.0,3103,1300,80.0,360.0,True,True,False,False,False,True,True,3
LP001908,0.0,4100,0,124.0,360.0,False,True,True,False,False,False,True,3
LP001910,1.0,4053,2426,158.0,360.0,True,False,True,True,False,True,False,3
LP001914,0.0,3927,800,112.0,360.0,True,True,False,False,True,False,True,3
LP001917,0.0,1811,1666,54.0,360.0,False,False,False,False,False,True,True,3
LP001924,0.0,3158,3053,89.0,360.0,True,False,False,False,False,False,True,3
LP001925,0.0,2600,1717,99.0,300.0,False,False,False,True,True,False,False,3
LP001926,0.0,3704,2000,120.0,360.0,True,True,False,False,False,False,True,3
LP001931,0.0,4124,0,115.0,360.0,False,False,False,False,True,False,True,3
LP001936,0.0,3075,2416,139.0,360.0,True,True,False,False,False,False,True,3
LP001940,2.0,3153,1560,134.0,360.0,True,True,False,False,False,True,True,3
LP001947,0.0,2383,3334,172.0,360.0,True,True,False,False,True,False,True,3
LP001963,1.0,2014,2925,113.0,360.0,True,True,False,False,False,True,False,3
LP001964,0.0,1800,2934,93.0,360.0,True,True,True,False,False,True,False,3
LP001972,0.0,2875,1750,105.0,360.0,True,True,True,False,True,False,True,3
LP001977,1.0,1625,1803,96.0,360.0,True,True,False,False,False,True,True,3
LP001978,0.0,4000,2500,140.0,360.0,True,False,False,False,False,False,True,3
LP001990,0.0,2000,0,128.0,360.0,True,False,True,False,False,True,False,3
LP001993,0.0,3762,1666,135.0,360.0,False,False,False,False,False,False,True,3
LP001994,0.0,2400,1863,104.0,360.0,False,False,False,False,False,True,False,3
LP002002,0.0,2917,0,84.0,360.0,False,False,False,False,True,False,True,3
LP002004,0.0,2927,2405,111.0,360.0,True,False,True,False,True,False,True,3
LP002006,0.0,2507,0,56.0,360.0,False,False,False,False,False,False,True,3
LP002024,0.0,2473,1843,159.0,360.0,True,True,False,False,False,False,False,3
LP002031,1.0,3399,1640,111.0,180.0,True,True,True,False,False,True,True,3
LP002035,2.0,3717,0,120.0,360.0,True,True,False,False,True,False,True,3
LP002036,0.0,2058,2134,88.0,360.0,True,True,False,False,False,True,True,3
LP002043,1.0,3541,0,112.0,360.0,False,False,False,False,True,False,True,3
LP002051,0.0,2400,2167,115.0,360.0,True,True,False,False,True,False,True,3
LP002054,2.0,3601,1590,128.0,360.0,True,True,True,False,False,False,True,3
LP002055,0.0,3166,2985,132.0,360.0,False,False,False,False,False,False,True,3
LP002087,0.0,2500,0,67.0,360.0,False,False,False,False,False,True,True,3
LP002098,0.0,2935,0,98.0,360.0,True,False,False,False,True,False,True,3
LP002100,0.0,2833,0,71.0,360.0,True,False,False,False,False,True,True,3
LP002112,2.0,2500,4600,176.0,360.0,True,True,False,True,False,False,True,3
LP002113,3.0,1830,0,128.0,360.0,False,False,True,False,False,True,False,3
LP002114,0.0,4160,0,71.0,360.0,False,False,False,False,True,False,True,3
LP002115,3.0,2647,1587,173.0,360.0,True,True,True,False,False,False,False,3
LP002116,0.0,2378,0,46.0,360.0,False,False,False,False,False,False,False,3
LP002126,3.0,3173,0,74.0,360.0,True,True,True,False,True,False,True,3
LP002128,2.0,2583,2330,125.0,360.0,True,True,False,False,False,False,True,3
LP002129,0.0,2499,2458,160.0,360.0,True,True,False,False,True,False,True,3
LP002130,0.0,3523,3230,152.0,360.0,True,True,True,False,False,False,False,3
LP002131,2.0,3083,2168,126.0,360.0,True,True,True,False,False,True,True,3
LP002138,0.0,2625,6250,187.0,360.0,True,True,False,False,False,False,True,3
LP002141,3.0,2666,2083,95.0,360.0,True,True,False,False,False,False,True,3
LP002143,0.0,2423,505,130.0,360.0,False,True,False,False,True,False,True,3
LP002144,0.0,3813,0,116.0,180.0,False,False,False,False,False,True,True,3
LP002151,1.0,3875,0,67.0,360.0,True,True,False,False,False,True,False,3
LP002158,0.0,3000,1666,100.0,480.0,True,True,True,False,False,True,False,3
LP002178,0.0,3013,3033,95.0,300.0,True,True,False,False,False,True,True,3
LP002187,0.0,2500,0,96.0,480.0,True,False,False,False,True,False,False,3
LP002205,1.0,3062,1987,111.0,180.0,True,False,False,False,False,True,False,3
LP002209,0.0,2764,1459,110.0,360.0,False,False,False,False,False,True,True,3
LP002224,0.0,3069,0,71.0,480.0,True,False,False,False,False,True,False,3
LP002226,0.0,3333,2500,128.0,360.0,True,True,False,False,True,False,True,3
LP002237,1.0,3667,0,113.0,180.0,True,False,False,False,False,True,True,3
LP002239,0.0,2346,1600,132.0,360.0,True,False,True,False,True,False,True,3
LP002243,0.0,3010,3136,128.0,360.0,True,True,True,False,False,True,False,3
LP002244,0.0,2333,2417,136.0,360.0,True,True,False,False,False,True,True,3
LP002263,0.0,2583,2115,120.0,360.0,True,True,False,False,False,True,True,3
LP002265,2.0,1993,1625,113.0,180.0,True,True,True,False,True,False,True,3
LP002266,2.0,3100,1400,113.0,360.0,True,True,False,False,False,True,True,3
LP002272,2.0,3276,484,135.0,360.0,True,True,False,False,True,False,True,3
LP002277,0.0,3180,0,71.0,360.0,False,False,False,False,False,True,False,3
LP002281,0.0,3033,1459,95.0,360.0,True,True,False,False,False,True,True,3
LP002284,0.0,3902,1666,109.0,360.0,True,False,True,False,False,False,True,3
LP002287,0.0,1500,1800,103.0,360.0,False,False,False,False,True,False,False,3
LP002288,2.0,2889,0,45.0,180.0,True,True,True,False,False,True,False,3
LP002296,0.0,2755,0,65.0,300.0,True,False,True,False,False,False,False,3
LP002297,0.0,2500,20000,103.0,360.0,True,False,False,False,True,False,True,3
LP002300,0.0,1963,0,53.0,360.0,False,False,True,False,True,False,True,3
LP002308,0.0,2167,2400,115.0,360.0,True,True,True,False,False,True,True,3
LP002314,0.0,2213,0,66.0,360.0,False,False,True,False,False,False,True,3
LP002318,1.0,3867,0,62.0,360.0,False,False,True,True,True,False,False,3
LP002332,0.0,2253,2033,110.0,360.0,True,True,True,False,False,False,True,3
LP002335,0.0,2149,3237,178.0,360.0,False,True,True,False,True,False,False,3
LP002337,0.0,2995,0,60.0,360.0,False,False,False,False,False,True,True,3
LP002341,1.0,2600,0,160.0,360.0,False,False,False,False,False,True,False,3
LP002342,2.0,1600,20000,239.0,360.0,True,True,False,True,False,True,False,3
LP002345,0.0,1025,2773,112.0,360.0,True,True,False,False,False,False,True,3
LP002347,0.0,3246,1417,138.0,360.0,True,True,False,False,True,False,True,3
LP002357,0.0,2720,0,80.0,360.0,False,False,True,False,False,True,False,3
LP002361,0.0,1820,1719,100.0,360.0,True,True,False,False,False,True,True,3
LP002366,0.0,2666,4300,121.0,360.0,True,True,False,False,False,False,True,3
LP002370,0.0,2717,0,60.0,180.0,True,False,True,False,False,True,True,3
LP002387,0.0,2425,2340,143.0,360.0,True,True,False,False,True,False,True,3
LP002390,0.0,3750,0,100.0,360.0,True,False,False,False,False,True,True,3
LP002398,0.0,1926,1851,50.0,360.0,True,False,False,False,True,False,True,3
LP002401,0.0,2213,1125,128.0,360.0,True,True,False,False,False,True,True,3
LP002408,0.0,3660,5064,187.0,360.0,True,False,False,False,True,False,True,3
LP002429,1.0,3466,1210,130.0,360.0,True,True,False,True,False,False,True,3
LP002435,0.0,3539,1376,55.0,360.0,True,True,False,False,False,False,False,3
LP002443,2.0,3340,1710,150.0,360.0,True,True,False,False,False,False,False,3
LP002444,1.0,2769,1542,190.0,360.0,True,False,True,True,True,False,False,3
LP002446,2.0,2309,1255,125.0,360.0,True,True,True,False,False,False,False,3
LP002447,2.0,1958,1456,60.0,300.0,True,True,True,False,False,True,True,3
LP002448,0.0,3948,1733,149.0,360.0,True,True,False,False,False,False,False,3
LP002449,0.0,2483,2466,90.0,180.0,True,True,False,False,False,False,True,3
LP002455,2.0,3859,0,96.0,360.0,True,True,False,False,True,False,True,3
LP002467,0.0,3708,2569,173.0,360.0,True,True,False,False,False,True,False,3
LP002478,0.0,2083,4083,160.0,360.0,True,True,False,True,True,False,True,3
LP002487,0.0,3015,2188,153.0,360.0,True,True,False,False,False,False,True,3
LP002493,0.0,4166,0,98.0,360.0,True,False,False,False,True,False,False,3
LP002500,3.0,2947,1664,70.0,180.0,True,True,True,False,False,True,False,3
LP002502,2.0,210,2917,98.0,360.0,False,True,True,False,True,False,True,3
LP002515,1.0,3450,2079,162.0,360.0,True,True,False,True,True,False,True,3
LP002517,1.0,2653,1500,113.0,180.0,True,True,True,False,False,False,False,3
LP002522,0.0,2500,0,93.0,360.0,False,False,False,True,False,True,True,3
LP002530,2.0,2873,1872,132.0,360.0,True,True,False,False,True,False,False,3
LP002533,2.0,2947,1603,128.0,360.0,True,True,False,False,False,True,False,3
LP002536,3.0,3095,0,113.0,360.0,True,True,True,False,False,False,True,3
LP002537,0.0,2083,3150,128.0,360.0,True,True,False,False,True,False,True,3
LP002544,1.0,1958,2436,131.0,360.0,True,True,True,False,False,False,True,3
LP002545,2.0,3547,0,80.0,360.0,True,False,False,False,False,False,False,3
LP002556,0.0,2435,0,75.0,360.0,True,False,False,False,False,True,False,3
LP002560,0.0,2699,2785,96.0,360.0,True,False,True,False,True,False,True,3
LP002571,0.0,3691,0,110.0,360.0,True,False,True,False,False,False,True,3
LP002585,0.0,3597,2157,119.0,360.0,True,True,False,False,False,False,False,3
LP002586,1.0,3326,913,105.0,84.0,False,True,False,False,True,False,True,3
LP002587,0.0,2600,1700,107.0,360.0,True,True,True,False,False,False,True,3
LP002600,1.0,2895,0,95.0,360.0,True,True,False,True,True,False,True,3
LP002603,0.0,645,3683,113.0,480.0,False,False,False,False,False,False,True,3
LP002606,0.0,3159,0,100.0,360.0,False,False,False,False,True,False,True,3
LP002618,1.0,4050,5302,138.0,360.0,True,True,True,False,False,False,False,3
LP002619,0.0,3814,1483,124.0,300.0,True,True,True,False,True,False,True,3
LP002622,2.0,3510,4416,243.0,360.0,True,True,False,False,False,False,True,3
LP002625,0.0,3583,0,96.0,360.0,True,False,False,False,False,True,False,3
LP002626,0.0,2479,3013,188.0,360.0,True,True,False,True,False,True,True,3
LP002637,0.0,3598,1287,100.0,360.0,True,False,True,False,False,False,False,3
LP002643,2.0,3283,2035,148.0,360.0,True,True,False,False,False,True,True,3
LP002648,0.0,2130,6666,70.0,180.0,True,True,False,False,True,False,False,3
LP002659,3.0,3466,3428,150.0,360.0,True,True,False,False,False,False,True,3
LP002670,2.0,2031,1632,113.0,480.0,False,True,False,False,True,False,True,3
LP002682,0.0,3074,1800,123.0,360.0,True,True,True,False,True,False,False,3
LP002684,0.0,3400,0,95.0,360.0,False,False,True,False,False,False,False,3
LP002689,2.0,2192,1742,45.0,360.0,True,True,True,False,True,False,True,3
LP002690,0.0,2500,0,55.0,360.0,True,False,False,False,True,False,True,3
LP002705,0.0,3775,0,110.0,360.0,True,True,False,False,True,False,True,3
LP002714,1.0,2679,1302,94.0,360.0,True,False,True,False,True,False,True,3
LP002717,0.0,1025,5500,216.0,360.0,True,True,False,False,False,False,True,3
LP002723,2.0,3588,0,110.0,360.0,True,False,False,False,False,False,False,3
LP002732,0.0,2550,2042,126.0,360.0,True,False,True,False,False,False,True,3
LP002738,2.0,3617,0,107.0,360.0,True,False,False,False,True,False,True,3
LP002739,0.0,2917,536,66.0,360.0,True,True,True,False,False,False,False,3
LP002743,0.0,2138,0,99.0,360.0,False,False,False,False,True,False,False,3
LP002753,1.0,3652,0,95.0,360.0,False,False,False,False,True,False,True,3
LP002755,1.0,2239,2524,128.0,360.0,True,True,True,False,False,True,True,3
LP002757,0.0,3017,663,102.0,360.0,False,True,True,False,True,False,True,3
LP002767,0.0,2768,1950,155.0,360.0,True,True,False,False,False,False,True,3
LP002768,0.0,3358,0,80.0,36.0,True,False,True,False,True,False,False,3
LP002772,0.0,2526,1783,145.0,360.0,True,False,False,False,False,False,True,3
LP002777,0.0,2785,2016,110.0,360.0,True,True,False,False,False,False,True,3
LP002784,1.0,2492,2375,128.0,360.0,True,True,True,False,False,False,True,3
LP002785,1.0,3333,3250,158.0,360.0,True,True,False,False,False,True,True,3
LP002788,0.0,2454,2333,181.0,360.0,True,True,True,False,False,True,False,3
LP002789,0.0,3593,4266,132.0,180.0,True,True,False,False,False,False,False,3
LP002794,0.0,2667,1625,84.0,360.0,False,False,False,False,False,True,True,3
LP002798,0.0,3887,2669,162.0,360.0,True,True,False,False,True,False,True,3
LP002807,2.0,3675,242,108.0,360.0,True,True,True,False,True,False,True,3
LP002836,0.0,3333,0,70.0,360.0,True,False,False,False,False,True,True,3
LP002837,3.0,3400,2500,123.0,360.0,True,True,False,False,False,False,False,3
LP002840,0.0,2378,0,9.0,360.0,False,False,False,False,False,True,False,3
LP002841,0.0,3166,2064,104.0,360.0,True,True,False,False,False,True,False,3
LP002842,1.0,3417,1750,186.0,360.0,True,True,False,False,False,True,True,3
LP002868,2.0,3159,461,108.0,84.0,True,True,False,False,False,True,True,3
LP002872,0.0,3087,2210,136.0,360.0,True,True,False,False,True,False,False,3
LP002874,0.0,3229,2739,110.0,360.0,True,False,False,False,False,True,True,3
LP002877,1.0,1782,2232,107.0,360.0,True,True,False,False,False,False,True,3
LP002888,0.0,3182,2917,161.0,360.0,True,False,False,False,False,True,True,3
LP002893,0.0,1836,33837,90.0,360.0,True,False,False,False,False,True,False,3
LP002894,0.0,3166,0,36.0,360.0,False,True,False,False,True,False,True,3
LP002898,1.0,1880,0,61.0,360.0,True,True,False,False,False,False,False,3
LP002911,1.0,2787,1917,146.0,360.0,True,True,False,False,False,False,False,3
LP002916,0.0,2297,1522,104.0,360.0,True,True,False,False,False,True,True,3
LP002917,0.0,2165,0,70.0,360.0,False,False,True,False,True,False,True,3
LP002926,2.0,2726,0,106.0,360.0,True,True,False,True,True,False,False,3
LP002928,0.0,3000,3416,56.0,180.0,True,True,False,False,True,False,True,3
LP002936,0.0,3859,3300,142.0,180.0,True,True,False,False,False,False,True,3
LP002940,0.0,3833,0,110.0,360.0,True,False,True,False,False,False,True,3
LP002943,0.0,2987,0,88.0,360.0,True,False,False,False,True,False,False,3
LP002949,3.0,416,41667,350.0,180.0,False,False,False,False,False,True,False,3
LP002950,0.0,2894,2792,155.0,360.0,True,True,True,False,False,False,True,3
LP002958,0.0,3676,4301,172.0,360.0,True,False,False,False,False,False,True,3
LP002960,0.0,2400,3800,128.0,180.0,True,True,True,False,False,True,False,3
LP002961,1.0,3400,2500,173.0,360.0,True,True,False,False,True,False,True,3
LP002964,2.0,3987,1411,157.0,360.0,True,True,True,False,False,False,True,3
LP002974,0.0,3232,1950,108.0,360.0,True,True,False,False,False,False,True,3
LP002978,0.0,2900,0,71.0,360.0,False,False,False,False,False,False,True,3
LP002979,3.0,4106,0,40.0,180.0,True,True,False,False,False,False,True,3
