Loan_ID,Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,Gender_Male,Married_Yes,Education_Not_Graduate,SelfEmployed_Yes,PropertyArea_Semiurban,PropertyArea_Urban,LoanStatus_Y,Cluster
LP002602,0.0,6283,4416,209.0,360.0,True,False,False,False,False,False,False,1
LP002615,2.0,4865,5624,208.0,360.0,True,True,False,False,True,False,True,1
LP002640,1.0,6065,2004,250.0,360.0,True,True,False,False,True,False,True,1
LP002652,0.0,5815,3666,311.0,360.0,True,False,False,False,False,False,False,1
LP002683,0.0,4683,1915,185.0,360.0,True,False,False,False,True,False,False,1
LP002692,3.0,5677,1424,100.0,360.0,True,True,False,True,False,False,True,1
LP002697,0.0,4680,2087,128.0,360.0,True,False,False,False,True,False,False,1
LP002706,1.0,5285,1430,161.0,360.0,True,True,True,False,True,False,True,1
LP002716,0.0,6783,0,130.0,360.0,True,False,True,False,True,False,True,1
LP002720,3.0,4281,0,100.0,360.0,True,True,False,False,False,True,True,1
LP002734,0.0,6133,3906,324.0,360.0,True,True,False,False,False,True,True,1
LP002740,3.0,6417,0,157.0,180.0,True,True,False,False,False,False,True,1
LP002741,1.0,4608,2845,140.0,180.0,False,True,False,False,True,False,True,1
LP002776,0.0,5000,0,103.0,360.0,False,False,False,False,True,False,False,1
LP002778,2.0,6633,0,128.0,360.0,True,True,False,True,False,False,False,1
LP002792,1.0,5468,1032,26.0,360.0,True,True,False,False,True,False,True,1
LP002804,0.0,4180,2306,182.0,360.0,False,True,False,False,True,False,True,1
LP002820,0.0,5923,2054,211.0,360.0,True,True,False,False,False,False,True,1
LP002821,0.0,5800,0,132.0,360.0,True,False,True,True,True,False,True,1
LP002833,0.0,4467,0,120.0,360.0,True,True,True,False,False,False,True,1
LP002847,0.0,5116,1451,165.0,360.0,True,True,False,False,False,True,False,1
LP002862,2.0,6125,1625,187.0,480.0,True,True,True,False,True,False,False,1
LP002863,3.0,6406,0,150.0,360.0,True,True,False,False,True,False,False,1
LP002892,2.0,6540,0,205.0,360.0,True,True,False,False,True,False,True,1
LP002912,1.0,4283,3000,172.0,84.0,True,True,False,False,False,False,False,1
LP002925,0.0,4750,0,94.0,360.0,True,False,False,False,True,False,True,1
LP002931,2.0,6000,0,205.0,240.0,True,True,False,True,True,False,False,1
LP002941,2.0,6383,1000,187.0,360.0,True,True,True,True,False,False,False,1
LP002948,2.0,5780,0,192.0,360.0,True,True,False,False,False,True,True,1
LP002953,3.0,5703,0,128.0,360.0,True,True,False,False,False,True,True,1
LP002990,0.0,4583,0,133.0,360.0,False,False,False,True,True,False,False,1
